time,data,lpme,pme
0,7933.359375,7157.112768000001,7143.4018240000005
0.13626486836883492,8052.539062,6628.714080000001,7143.4018240000005
0.2669376396457487,7707.657227,6854.4173120000005,6843.870432000001
0.5291314323038444,7788.867188,6736.292256000001,6965.159552
0.75565132125403,7696.054688,7183.479968000001,6888.167328
1,7864.804688,6599.1828160000005,6905.042336
