time,data,lpme,pme
0,5391.5625,4445.5078125,4950.703125
0.13626486836883492,5499.140625,4217.6953125,4753.4765625
0.2669376396457487,5339.8828125,4218.75,4758.75
0.5291314323038444,5379.9609375,4233.515625,4759.8046875
0.75565132125403,5336.71875,4502.4609375,4819.921875
1,5462.2265625,4225.078125,4885.3125
