"","time_from_bl","x","y","z","theta","phi","r"
"1",0,0.0666634793140807,-0.109880888158177,-0.0567062997474297,-1.02547326666921,-0.415528222573731,0.140475739854731
"2",0,0.0759227385733422,-0.109880888158177,-0.0567062997474297,-0.966166726887617,-0.401513046230578,0.145098849912572
"3",0,0.0851819978326036,-0.109880888158177,-0.0567062997474297,-0.911348055316785,-0.387269225886393,0.150151213009515
"4",0,0.0574042200548193,-0.102418201591013,-0.0567062997474297,-1.05993623418489,-0.449941831497058,0.130385340158642
"5",0,0.0666634793140807,-0.102418201591013,-0.0567062997474297,-0.993792299305453,-0.434463641265621,0.134718639847801
"6",0,0.0759227385733422,-0.102418201591013,-0.0567062997474297,-0.932885716934693,-0.418512424720834,0.139532629447949
"7",0,0.0851819978326036,-0.102418201591013,-0.0567062997474297,-0.877018260342158,-0.402450142789326,0.144779367324686
"8",0,0.0574042200548193,-0.0949555150238484,-0.0567062997474297,-1.02704671871024,-0.472455237077087,0.124608983402449
"9",0,0.0666634793140807,-0.0949555150238484,-0.0567062997474297,-0.958696130356275,-0.454618822079359,0.129136260356062
"10",0,0.0759227385733422,-0.0949555150238484,-0.0567062997474297,-0.896323047573551,-0.436428993735902,0.134150723057931
"11",0,0.0851819978326036,-0.0949555150238484,-0.0567062997474297,-0.839600887975332,-0.418298157008938,0.139599881874031
"12",0,0.0574042200548193,-0.0874928284566842,-0.0567062997474297,-0.990143426167733,-0.496603475051628,0.119020350959398
"13",0,0.0666634793140807,-0.0874928284566842,-0.0567062997474297,-0.919703141554315,-0.475996500398957,0.123752248208487
"14",0,0.0759227385733422,-0.0874928284566842,-0.0567062997474297,-0.856081849829736,-0.455225449607354,0.128976205925249
"15",0,0.0481449607955655,-0.117343574725341,-0.0509591733106481,-1.18145037667656,-0.382032294884948,0.136690486588617
"16",0,0.0574042200548193,-0.117343574725341,-0.0509591733106481,-1.11582775191322,-0.371940018678403,0.140219814412687
"17",0,0.0666634793140807,-0.117343574725341,-0.0509591733106481,-1.0541592107958,-0.361043056416023,0.144258002717649
"18",0,0.0759227385733422,-0.117343574725341,-0.0509591733106481,-0.996524276312905,-0.349631171572479,0.148763618221333
"19",0,0.0851819978326036,-0.117343574725341,-0.0509591733106481,-0.942885645247887,-0.337955760436567,0.153695558259112
"20",0,0.038885701536304,-0.109880888158177,-0.0509591733106481,-1.23066061246799,-0.412156832553523,0.12721141737637
"21",0,0.0481449607955655,-0.109880888158177,-0.0509591733106481,-1.15783548159534,-0.401685581717803,0.130340263069172
"22",0,0.0574042200548193,-0.109880888158177,-0.0509591733106481,-1.08937224822406,-0.389999157330653,0.134036903153708
"23",0,0.0851819978326036,-0.109880888158177,-0.0509591733106481,-0.911348055316785,-0.351323846328315,0.148076398125049
"24",0,0.0296264422770425,-0.102418201591013,-0.0509591733106481,-1.28921304462741,-0.445864064520611,0.118169587642662
"25",0,0.038885701536304,-0.102418201591013,-0.0509591733106481,-1.2079327345124,-0.43538983139737,0.12082393448987
"26",0,0.0481449607955655,-0.102418201591013,-0.0509591733106481,-1.1313682160455,-0.423094337078129,0.12411390982339
"27",0,0.0944412570918574,-0.102418201591013,-0.0509591733106481,-0.825897019421622,-0.350666606069502,0.148342429543042
"28",0,0.0203671830177887,-0.0949555150238484,-0.0509591733106481,-1.35950592679058,-0.483234409999994,0.109673193269956
"29",0,0.0296264422770425,-0.0949555150238484,-0.0509591733106481,-1.26836395295078,-0.4734447355792,0.111763649099087
"30",0,0.038885701536304,-0.0949555150238484,-0.0509591733106481,-1.18211442649183,-0.460950845946813,0.114566508901683
"31",0,0.0481449607955655,-0.0949555150238484,-0.0509591733106481,-1.10154334492886,-0.446425219462394,0.118031031631328
"32",0,0.0851819978326036,-0.0949555150238484,-0.0509591733106481,-0.839600887975332,-0.380057934634941,0.137365788800205
"33",0,0.0111079237585272,-0.0874928284566842,-0.0509591733106481,-1.44451381821772,-0.523936237930656,0.101858815750433
"34",0,0.0203671830177887,-0.0874928284566842,-0.0509591733106481,-1.34208268931472,-0.516006276757881,0.103279497093739
"35",0,0.0296264422770425,-0.0874928284566842,-0.0509591733106481,-1.24429923158104,-0.504123707394717,0.105496722498144
"36",0,0.038885701536304,-0.0874928284566842,-0.0509591733106481,-1.15257199721567,-0.489104820866277,0.108461652946219
"37",0,0.0481449607955655,-0.0874928284566842,-0.0509591733106481,-1.06774337112944,-0.471839977255179,0.112114983948899
"38",0,0.0851819978326036,-0.0874928284566842,-0.0509591733106481,-0.798779921106439,-0.39534788916267,0.132317062885363
"39",0,0.0111079237585272,-0.08003014188952,-0.0509591733106481,-1.43288069743852,-0.562690291415389,0.0955251114921445
"40",0,0.0203671830177887,-0.08003014188952,-0.0509591733106481,-1.3215926023581,-0.552883746687295,0.0970385650112443
"41",0,0.0296264422770425,-0.08003014188952,-0.0509591733106481,-1.21624837322569,-0.538318448047516,0.099395105701218
"42",0,0.038885701536304,-0.08003014188952,-0.0509591733106481,-1.11850175800952,-0.520120956262641,0.102536621454639
"43",0,0.0481449607955655,-0.08003014188952,-0.0509591733106481,-1.02921194439772,-0.499479175530237,0.106393600396678
"44",0,0.0574042200548193,-0.08003014188952,-0.0509591733106481,-0.948565295552293,-0.4774785578225,0.1108914128121
"45",0,0.0666634793140807,-0.08003014188952,-0.0509591733106481,-0.876266820022203,-0.455010525741352,0.115955510561682
"46",0,0.0759227385733422,-0.08003014188952,-0.0509591733106481,-0.811729539788472,-0.432745610247921,0.121515115059146
"47",0,0.00184866449926577,-0.0277913359193708,-0.0509591733106481,-1.50437472544741,-1.07059034526193,0.0580742047480533
"48",0,0.0111079237585272,-0.0277913359193708,-0.0509591733106481,-1.19055707365119,-1.03975769186806,0.0590980682164251
