"","V1","V2","V3","V4","V5","V6","V7"
"out",0,-0.058389128724767,0.704756092699532,-0.807965886728373,1.73302351440682,-0.879998494783543,0.978546769378592
"elt",0,0.017744852105249,0.700836632627988,-0.807965337102925,1.60570876909266,-0.887757126446263,0.975063885969384
"elt",0,0.0912094155088926,0.699942839329225,-0.796562420376334,1.48028405081315,-0.878079782290078,0.96947538221128
"elt",0,-0.139962755696241,0.753733386040185,-0.815768631609531,1.84060478680505,-0.833904696498748,1.02238346199451
"elt",0,-0.0591331248875972,0.746700484654781,-0.823139706276318,1.725948472464,-0.854915667094069,1.01798418790474
"elt",0,0.0178313182854533,0.74338016698298,-0.822189450062928,1.6051775597906,-0.861210520319145,1.01472866511356
"elt",0,0.0912576484847822,0.743282980030879,-0.807907484445068,1.4877956250262,-0.849770454400063,1.00788054728072
"elt",0,-0.224896058389719,0.805594620153985,-0.812499288104516,1.92656983597182,-0.779946636712544,1.0681499227401
"elt",0,-0.142148762825524,0.79754476925648,-0.827983945702095,1.82833886157725,-0.808372473490792,1.06159563594282
"elt",0,-0.0603654495070708,0.791476432488585,-0.834578280761364,1.7189950305723,-0.826336729070264,1.05690617928302
"elt",0,0.0177703259155684,0.788070478377779,-0.831912984938785,1.60445952891432,-0.831059591990999,1.05261263675372
"elt",0,0.0910506432516129,0.787591751127025,-0.815103468155601,1.49471105671273,-0.81886073308619,1.04414679645017
"elt",0,-0.306688834341836,0.855535264569549,-0.795373588865472,1.99309618646372,-0.724111449452972,1.11256174630126
"elt",0,-0.227184322267396,0.849439812053829,-0.819199617932159,1.91037929955137,-0.754993390992208,1.10550040171367
"elt",0,-0.144404515442428,0.843710421314146,-0.834565938911441,1.81584237706354,-0.778967655140075,1.09944482881443
"elt",0,-0.0619989646218864,0.838899378251636,-0.839658592405778,1.71199812512661,-0.79313189944375,1.09384184497135
"elt",0,0.0168905612152698,0.835185470194675,-0.834292586669866,1.60452069987793,-0.795613394418359,1.08726887437237
"elt",0,0.0897609774981075,0.831781885179264,-0.815825162017097,1.50228307682225,-0.78489042971558,1.07598843475478
"elt",0,-0.30708778107984,0.894811627875281,-0.79392165345189,1.97518607858791,-0.700738118633784,1.14277389913735
"elt",0,-0.228213353601616,0.892718179900271,-0.816956659845964,1.89382798394401,-0.72619867748634,1.13775281756
"elt",0,-0.146363012225143,0.890041738392602,-0.83165144649923,1.80340936813863,-0.745102078379939,1.1324630003867
"elt",0,-0.0642478008934836,0.885815915307527,-0.834559769316791,1.70573440606731,-0.755559256152301,1.12483619791996
"elt",0,0.014336048179794,0.880063735856866,-0.82712380523981,1.60617262387683,-0.757244721648517,1.11475954558348
"elt",0,-0.305244006461179,0.927330551501746,-0.783817183137508,1.95867404911719,-0.676782092390656,1.16319693328385
"elt",0,-0.22735975704762,0.928205845390511,-0.804149317422076,1.87887321300326,-0.697029989467268,1.15865497996238
"elt",0,-0.147711624214509,0.927738145612167,-0.816959848377889,1.7931635528816,-0.711304517866625,1.15324516682094
"elt",0,-0.0674743649577642,0.923397619542039,-0.818676701292542,1.70216233037483,-0.719403361430453,1.14373690302542
"elt",0,-0.0601581984995161,0.605192291580851,-0.76007669398774,1.75625468397355,-0.93574539939253,0.876649809596308
"elt",0,0.0172152040324116,0.59932616080323,-0.76451660518468,1.60406741970772,-0.948733257430716,0.873739842106374
"elt",0,0.0936275503329662,0.598156620202021,-0.759738705841418,1.45128574688394,-0.941096864013168,0.872660809896758
"elt",0,-0.141612581492061,0.653348455746711,-0.771011002845655,1.88084390952746,-0.885046181317456,0.922822413770826
"elt",0,-0.0599697420790442,0.644705999968594,-0.780547975410485,1.74772975451383,-0.913798338870424,0.918159475545836
"elt",0,0.0181779343481783,0.640368320322931,-0.78327704888194,1.60399123244996,-0.924176769135494,0.91554972811225
"elt",0,0.0948873878441646,0.64112283220415,-0.776106470492286,1.46080866849429,-0.91413853972633,0.914228533255719
"elt",0,0.17144920816674,0.64324867298696,-0.757925403601155,1.3283591205376,-0.886942873712832,0.913040715785453
"elt",0,-0.227654718989614,0.705344482591106,-0.773829399224316,1.97753531983252,-0.824187243899023,0.971173706633732
"elt",0,-0.143059500000559,0.694086539959247,-0.791007002366685,1.86697927460476,-0.86434165421129,0.964580583763797
"elt",0,0.172568514520112,0.68914578465778,-0.769171329725804,1.3448073722914,-0.85699257106811,0.953041494225507
"elt",0,-0.313956137820254,0.75905530169757,-0.766381590701921,2.05032289667096,-0.761565125111045,1.02378634735113
"elt",0,-0.231078745648513,0.747514043506053,-0.791613915657398,1.96077103114794,-0.805051654491265,1.01350171983274
"elt",0,0.173854961906339,0.736299842254918,-0.7771919496399,1.35944648386516,-0.824785058658309,0.991998914036605
"elt",0,-0.3933113062952,0.812812611642503,-0.747973312784259,2.10279556546048,-0.699673290756205,1.07750451959672
"elt",0,-0.317966640694876,0.802321893114261,-0.780371815843027,2.0314299564644,-0.743651367801368,1.0657590520822
"elt",0,0.174409002306035,0.784532030598076,-0.780397636657826,1.37385674029405,-0.789573709707693,1.0286049338779
"elt",0,0.238648881084135,0.778649147448658,-0.743939692408167,1.2853041890513,-0.757163795463037,1.01369971448732
"elt",0,-0.396601438937528,0.855783873028078,-0.756190145923315,2.08267927721235,-0.682118011251877,1.11640480032817
"elt",0,0.172537702660399,0.83195019936993,-0.776955755174646,1.38987697015974,-0.751823512156835,1.06017006971102
"elt",0,-0.396943588541935,0.8993637243679,-0.756497841580692,2.06066906456157,-0.660385894013199,1.15122202932297
"elt",0,0.099251202432685,0.88782275895215,-0.797050214797675,1.49628560870263,-0.730113359430278,1.10508938498493
"elt",0,0.166469097057561,0.873782929788884,-0.766724615220053,1.4083855904306,-0.715015779925175,1.0831667247621
"elt",0,-0.393356833005492,0.936834917119834,-0.745522373466665,2.03890642919811,-0.635784817910571,1.17513155900444
"elt",0,-0.317743189519402,0.942559522943518,-0.770664490206448,1.96419414009187,-0.659007146947986,1.17187365300848
"elt",0,0.0153595603507929,0.938650085241026,-0.791537125828134,1.60173785775107,-0.692830676647368,1.13668660159316
"elt",0,0.0910329023175797,0.923690892023635,-0.77669901389782,1.51026197346981,-0.69144048387349,1.118457088875
"elt",0,-0.233261086603774,0.97151045459949,-0.762429765728593,1.86811077178409,-0.646315770855068,1.17309720987864
"elt",0,-0.151829247230099,0.971966292741346,-0.769993472975904,1.78363519747136,-0.655272650889882,1.16372867438401
"elt",0,-0.0705207389710494,0.967754815295708,-0.772053288437437,1.69651806088417,-0.661308133116558,1.15230364908992
"elt",0,0.0134488763561001,0.499107923844638,-0.713552025202522,1.60432013474698,-1.01045335230822,0.767988100592639
"elt",0,0.092316829751133,0.496349325498703,-0.715100195755691,1.41689155573098,-1.00646702504232,0.770687332024307
"elt",0,0.174214097836067,0.494869015828632,-0.706252161073695,1.24149873523999,-0.979143065987842,0.777312414931032
"elt",0,-0.14549743736087,0.556452687393952,-0.711604586171287,1.92995444328706,-0.928087767853512,0.815804595914718
"elt",0,-0.58319931450165,0.578355137488358,-0.345017185967039,2.53399472584125,-0.381888591012396,0.837406301135083
"elt",0,0.0148324911612878,0.538721285899739,-0.734469158575235,1.60486375938411,-0.985539239281352,0.810344417444526
"elt",0,0.0932117839148462,0.538183117599042,-0.734261306358206,1.43196380682239,-0.978980696476851,0.813091670480329
"elt",0,0.174891899982036,0.539853702004185,-0.723318051304005,1.26990703538195,-0.950261952511359,0.819031272849805
"elt",0,0.255504155319807,0.538096274359494,-0.70129578610021,1.13081849569853,-0.903527899866494,0.824879422832661
"elt",0,-0.230590970424078,0.607487664136705,-0.71691020524769,2.03595141438013,-0.857984147031364,0.864998670574904
"elt",0,-0.145793325855693,0.593946486978413,-0.735579288566718,1.91293180660971,-0.911033125312891,0.858067887326968
"elt",0,0.176709337594269,0.58554037379547,-0.738752859296145,1.29229648254459,-0.920777763150892,0.861012103141393
"elt",0,0.256444024761105,0.58632982173245,-0.713350454632846,1.16340698285635,-0.87394416494003,0.864744185620352
"elt",0,-0.317489149654239,0.660864565621276,-0.71350515752247,2.11318857832417,-0.786538973833909,0.919808719547519
"elt",0,-0.233858038479518,0.646129179749572,-0.739649222933487,2.01768411396536,-0.843066205589658,0.907772493455032
