"","time_points","","","","","",""
"out",0,-0.00340823974580786,0.0924551225757474,-0.0705206623232063,1.66723350315983,-0.706181343501997,0.101298957794344
"elt",0,0.00348238488101262,0.0931987237002609,-0.0717978310187315,1.58201453021341,-0.709314854866091,0.10227533657628
"elt",0,0.0103521115851162,0.0928470423789605,-0.0726452702214887,1.49652645082844,-0.708232732951601,0.10243770593273
"elt",0,-0.0107762462405875,0.0988527098197997,-0.0701731369665675,1.73834000795964,-0.663641625480142,0.107211172040701
"elt",0,-0.00379275482192119,0.10021465198868,-0.071467550505169,1.66049245401215,-0.66993492575211,0.108497925016273
"elt",0,0.00331117134816376,0.10071749745217,-0.0725736322547961,1.58135698557069,-0.672617963792168,0.109125803008325
"elt",0,0.0103161935858167,0.100205634160483,-0.0733126475830368,1.50204866599649,-0.671690272264844,0.109025698468086
"elt",0,-0.0182481316944586,0.104767830630883,-0.0696218165190431,1.79849821897569,-0.622772675572549,0.112877999445601
"elt",0,-0.0113134921816496,0.106302966584591,-0.0708274481318617,1.72748945391536,-0.631141619838552,0.114135778555023
"elt",0,-0.00410614127385512,0.107352228469153,-0.0719262051834512,1.65465240254591,-0.636540981353446,0.114988205393019
"elt",0,0.00315673543506828,0.107650713803579,-0.0728550392817111,1.58081038206189,-0.638836403102268,0.115293139896635
"elt",0,0.0102614459076081,0.107020071030341,-0.0734436180597508,1.5068767941705,-0.638032325712167,0.114944047173165
"elt",0,-0.0256061408926923,0.110461814316723,-0.0689114513091111,1.84972365059496,-0.58427923117069,0.118477517340174
"elt",0,-0.0188626856168225,0.111846466243483,-0.0700349864339473,1.78488645067593,-0.593847591584995,0.119483570028826
"elt",0,-0.0117115767589344,0.113052722377946,-0.071043460347518,1.71795881096496,-0.601063930071564,0.120282819795086
"elt",0,-0.00434606402265095,0.113839757816307,-0.071959390284827,1.64955149442534,-0.605710183631699,0.120757045810229
"elt",0,0.00302371971392543,0.113972667159354,-0.0727135201892161,1.58035922588465,-0.607678877723391,0.120774886679293
"elt",0,0.0101915691435984,0.113261685965729,-0.0731359040873057,1.51114745303995,-0.606977815751296,0.120203738237185
"elt",0,-0.0262151601727696,0.117057915170501,-0.0691273659783511,1.8343018356867,-0.558619607590417,0.124659626243616
"elt",0,-0.0192765104425371,0.118164603747443,-0.0700498494306807,1.77279223511854,-0.566933549308195,0.125250222930142
"elt",0,-0.0119792349433514,0.119097493903436,-0.0708821051488277,1.70953321363015,-0.573185189844802,0.125662422284486
"elt",0,-0.004515588169809,0.11966973211509,-0.0716317923987961,1.64506691220053,-0.577203998506122,0.125814942875029
"elt",0,0.00291246644821441,0.119672351499582,-0.0722237908433017,1.57999333522918,-0.578904690458243,0.125585905647662
"elt",0,-0.0265804840048016,0.122873238331071,-0.0689750995531537,1.82047580823514,-0.534618181854085,0.129975303229714
"elt",0,-0.0195120428908538,0.123743048518617,-0.06972492918811,1.76199926946633,-0.5418804456433,0.130214469506619
"elt",0,-0.0121305901687906,0.12445078693716,-0.0704036576927657,1.70205030731957,-0.547331358513793,0.130304215178462
"elt",0,-0.00462203457153923,0.12484924986451,-0.0710067688607853,1.64110972270812,-0.55083307313866,0.130187874940424
"elt",0,-0.0034053232130259,0.0819339397736244,-0.0684467795120005,1.68521757825795,-0.754903659648862,0.0913156429874028
"elt",0,0.00362311776012073,0.0831746487140679,-0.0700584594630122,1.58412876192524,-0.759122342034126,0.0929133699305857
"elt",0,0.0107696921852476,0.0830310138600682,-0.0710297705665487,1.48255906724886,-0.757472537279878,0.0934181471423282
"elt",0,-0.0109894496118486,0.0888768152576181,-0.0685007041878175,1.76645096917111,-0.703779530054949,0.0977336981337625
"elt",0,-0.0039175046982273,0.0909546159510633,-0.0701812718870192,1.67584078663023,-0.712196763488778,0.0998736667480742
"elt",0,0.00343276748930743,0.0918855142114774,-0.0716025361231805,1.58313551794604,-0.715741494581853,0.101058621060868
"elt",0,0.0107841498513111,0.0915310639403882,-0.0725102812854824,1.49009070874105,-0.714334156276664,0.101277098545915
"elt",0,0.0179895857043002,0.0901800346705939,-0.0723134483215327,1.39850532914376,-0.708290265172797,0.100683383083505
"elt",0,-0.0187476032800273,0.0954327305748569,-0.0682591210890338,1.8329916158659,-0.655132924533475,0.103979958955271
"elt",0,-0.0117798903091203,0.0976956667391435,-0.0698502634751348,1.75185497128349,-0.666092785827489,0.106126197819492
"elt",0,0.018000601700541,0.0978598031223795,-0.0731674190760139,1.41187150874334,-0.669704280541639,0.107483447728751
"elt",0,-0.0264531738242643,0.102013672914658,-0.0677588858863082,1.88809581680009,-0.609964939312606,0.110386555558944
"elt",0,-0.0197213630712442,0.10395260556259,-0.0692913324085348,1.81518923715102,-0.622172205474366,0.112144806400594
"elt",0,0.0179851114571499,0.105023281435174,-0.0732642636501045,1.42339359242682,-0.634323770749566,0.113550891514927
"elt",0,-0.0337562534609505,0.108444440760601,-0.0669722316379249,1.93401410283365,-0.568646394106579,0.116703400723674
"elt",0,-0.0274787644529982,0.110018132219971,-0.0685434992656463,1.86837238284006,-0.581193747484717,0.118122591485159
"elt",0,0.0179369378019151,0.111624139266722,-0.072781689717094,1.43347262641441,-0.60177131173458,0.118916844736232
"elt",0,0.0247588803386413,0.109005469897131,-0.0711782187407857,1.36187542121365,-0.595313798896073,0.116684393305188
"elt",0,-0.0347494350346318,0.115774901292942,-0.0675800018960882,1.91327629240315,-0.543408913041204,0.123856904669999
"elt",0,0.0178375022633749,0.117583987518596,-0.0719518471714677,1.44238095707671,-0.571806059238364,0.123614163298892
"elt",0,-0.0353810443873102,0.122225589928224,-0.0677130139838907,1.89468700770925,-0.51969253211286,0.129985173471039
"elt",0,0.0104639972623245,0.124732352093017,-0.0714037753956026,1.51485231795278,-0.547088081473209,0.129426292752191
"elt",0,0.0176882900996178,0.122896136548299,-0.0708835506984616,1.45033073830924,-0.544206353843363,0.127680233504119
"elt",0,-0.0356864399723494,0.127817000417238,-0.0674346742894707,1.87795427641447,-0.497428511245421,0.135132328558648
"elt",0,-0.028726728311044,0.128706308297509,-0.0682025303682544,1.82122218810884,-0.505688662097366,0.13532354890257
"elt",0,0.00268591196826413,0.130256540536955,-0.0702016520720111,1.57977154273762,-0.521903366599062,0.13411721715482
"elt",0,0.0103434921902111,0.129389807468058,-0.0702038601710706,1.5182876966228,-0.521267344061521,0.13298772814824
"elt",0,-0.0211048735306277,0.133871755330027,-0.0679081116259392,1.75280322212818,-0.489708420932295,0.138961565943093
"elt",0,-0.013236573826897,0.134301894780532,-0.0683430080873929,1.69571329012025,-0.494105918725108,0.138534993300109
"elt",0,-0.00525647624769383,0.134490722277287,-0.068711411958749,1.63780460926217,-0.496914071418335,0.137970408551904
